Interval Start,First Frame Delay,Buffer Empty Duration,Stall Duration
10/Jan/2025:10:40:00,173.07,293.32,1427.08
10/Jan/2025:10:45:00,169.78,234,1382.48
10/Jan/2025:10:50:00,168.26,288.43,1270.61
10/Jan/2025:10:55:00,160.44,221.95,1271.78
10/Jan/2025:11:00:00,166.29,316.94,1423.94
10/Jan/2025:11:05:00,165.62,313.75,1315.1
10/Jan/2025:11:10:00,165.53,221.53,1369.45
10/Jan/2025:11:15:00,161.85,255.05,1416.1
10/Jan/2025:11:20:00,172.5,248.1,1335.85
10/Jan/2025:11:25:00,170.54,294.58,1524.53
10/Jan/2025:11:30:00,176.74,259.26,1364.12
10/Jan/2025:11:35:00,172.08,284.95,1351.41
12/Jan/2025:15:45:00,147.53,179.33,1229.19
12/Jan/2025:15:50:00,144.52,176.62,1185.77
12/Jan/2025:15:55:00,147.83,156.88,1244.79
12/Jan/2025:16:00:00,142.47,178.1,1178.22
12/Jan/2025:16:05:00,145.03,160.08,1231.15
12/Jan/2025:16:10:00,138.43,156.97,1145.9
12/Jan/2025:16:15:00,133.48,148.2,1004.15
12/Jan/2025:16:20:00,141.24,136.1,1141.12
12/Jan/2025:16:25:00,137.88,126.74,1139.22
12/Jan/2025:16:30:00,136.24,160.18,1097.91
12/Jan/2025:16:35:00,142.82,144.49,1041.89
12/Jan/2025:16:40:00,140.03,196.64,1217.46
12/Jan/2025:16:45:00,138.16,150.19,996.88
12/Jan/2025:16:50:00,129.92,157.53,970.52
12/Jan/2025:16:55:00,137.87,199.54,1083.66
12/Jan/2025:17:00:00,148.38,174.17,1231.95
12/Jan/2025:17:05:00,138.02,128.54,1081.65
12/Jan/2025:17:10:00,133.87,137.15,1057.75
12/Jan/2025:17:15:00,128.25,114.24,1038.2
12/Jan/2025:17:20:00,135.9,162.63,1054.22
12/Jan/2025:17:25:00,139.99,141.65,1070.6
12/Jan/2025:17:30:00,138.5,130.28,1128.44
12/Jan/2025:17:35:00,143.37,202.18,1159.69
12/Jan/2025:17:40:00,135.93,137.55,1153.79
12/Jan/2025:17:45:00,144.07,199.91,1382.94
12/Jan/2025:17:50:00,147.17,179.44,1244.47
12/Jan/2025:17:55:00,132.11,136.8,1063.22
12/Jan/2025:18:00:00,130.15,143.99,1130.34
12/Jan/2025:18:05:00,132.41,186.72,1217.92
12/Jan/2025:18:10:00,136.32,166.4,1102.35
12/Jan/2025:18:15:00,133.42,111.39,1071.44
12/Jan/2025:18:20:00,132.06,140.23,1128.07
12/Jan/2025:18:25:00,130.67,136.47,1133.01
12/Jan/2025:18:30:00,137.8,178.02,1114.74
12/Jan/2025:18:35:00,126.47,155.52,1182.39
12/Jan/2025:18:40:00,124.62,114.62,1025.43
12/Jan/2025:18:45:00,135.09,173.42,1174.62
12/Jan/2025:18:50:00,135.4,222.53,1182.9
12/Jan/2025:18:55:00,131.16,107.12,964.4
12/Jan/2025:19:00:00,134.83,182.26,1083.66
12/Jan/2025:19:05:00,136.22,115.13,1067.75
12/Jan/2025:19:10:00,131.67,130.37,905
12/Jan/2025:19:15:00,138.92,125.89,1163.68
12/Jan/2025:19:20:00,143.98,241.99,1456.47
12/Jan/2025:19:25:00,151.91,219.69,1319.43
12/Jan/2025:19:30:00,143.26,201.49,1264.73
12/Jan/2025:19:35:00,141.72,290.09,1228.52
12/Jan/2025:19:40:00,141.25,135.49,1091.13
12/Jan/2025:19:45:00,143.81,277.21,1372.51
12/Jan/2025:19:50:00,136.92,187.05,1459.08
12/Jan/2025:19:55:00,146.17,416.96,1603.94
12/Jan/2025:20:00:00,169.94,174.88,1100.06
12/Jan/2025:20:05:00,144.32,121.73,1261.27
12/Jan/2025:20:10:00,134.18,300.59,1396.08
12/Jan/2025:20:15:00,140.25,315.16,1557.3
12/Jan/2025:20:20:00,133.17,266.3,1279.81
12/Jan/2025:20:25:00,147.11,125.1,1340.75
12/Jan/2025:20:30:00,151.62,201.6,1561.72
12/Jan/2025:20:35:00,143.89,212.25,1649.8
12/Jan/2025:20:40:00,148.66,362.91,1438.63
12/Jan/2025:20:45:00,156.28,334.59,1637.75
12/Jan/2025:20:50:00,152.3,177.91,1410.1
12/Jan/2025:20:55:00,148.23,356.51,1395.93
12/Jan/2025:21:00:00,151.13,169.45,1308.93
12/Jan/2025:21:05:00,174.51,345.63,1455.74
12/Jan/2025:21:10:00,153.86,171.84,1243.5
12/Jan/2025:21:15:00,159.15,171.25,1088.97
12/Jan/2025:21:20:00,150.52,163.36,1137.49
12/Jan/2025:21:25:00,157.99,262.35,1239.04
12/Jan/2025:21:30:00,163.38,165.78,1370.14
12/Jan/2025:21:35:00,162.3,204.44,1243.7
12/Jan/2025:21:40:00,147.7,138.9,1358.68
12/Jan/2025:21:45:00,181.27,479.26,1880.53
12/Jan/2025:21:50:00,175.4,130.88,1241.23
12/Jan/2025:21:55:00,170.1,179.74,1214.04
12/Jan/2025:22:00:00,158.43,127.3,1319.37
12/Jan/2025:22:05:00,163.67,179.97,1381.93
12/Jan/2025:22:10:00,161.55,200.77,1169.16
12/Jan/2025:22:15:00,161.66,159.12,1063.68
12/Jan/2025:22:20:00,171.62,117.76,1309.75
12/Jan/2025:22:25:00,178.66,207.31,1174.63
12/Jan/2025:22:30:00,170.1,215.31,1072.37
12/Jan/2025:22:35:00,168.16,228.55,1227.85
12/Jan/2025:22:40:00,159.29,110.63,948.93
12/Jan/2025:22:45:00,160.86,127.6,1150.96
12/Jan/2025:22:50:00,168.28,168.45,1141.97
12/Jan/2025:22:55:00,163.76,134.11,999
12/Jan/2025:23:00:00,175.07,247.13,1158.85
12/Jan/2025:23:05:00,149.53,129.05,1059.15
12/Jan/2025:23:10:00,154.07,170.95,912.46
12/Jan/2025:23:15:00,161.43,168.55,1117.85
12/Jan/2025:23:20:00,152.38,220.91,1114.11
12/Jan/2025:23:25:00,157.21,223.83,1111.21
12/Jan/2025:23:30:00,165.86,177.89,1077.21
12/Jan/2025:23:35:00,160.89,202.5,1126.1
12/Jan/2025:23:40:00,154.01,253.44,1231.56
12/Jan/2025:23:45:00,153.19,180.97,1084.43
12/Jan/2025:23:50:00,163.12,204.97,1155.65
12/Jan/2025:23:55:00,170.14,308.96,1181.56
13/Jan/2025:00:00:00,158.67,226.63,1140.24
13/Jan/2025:00:05:00,160.22,273.19,1143.82
13/Jan/2025:00:10:00,162.12,176.56,1013.73
13/Jan/2025:00:15:00,152.07,242.23,1077.95
13/Jan/2025:00:20:00,154.03,200.79,1064.64
13/Jan/2025:00:25:00,163.64,227.59,1009.08
13/Jan/2025:00:30:00,154.44,240.32,1179.69
13/Jan/2025:00:35:00,162.84,300.09,1318.26
13/Jan/2025:00:40:00,155.4,197.07,1097.48
13/Jan/2025:00:45:00,157.91,252.58,1035.69
13/Jan/2025:00:50:00,162.13,287.95,1356.92
13/Jan/2025:00:55:00,169.13,265.32,1178.36
13/Jan/2025:01:00:00,165.31,274.5,1157.84
13/Jan/2025:01:05:00,162.27,307.87,1283.05
13/Jan/2025:01:10:00,157.07,176.76,1073.59
13/Jan/2025:01:15:00,158.76,203.96,1094
13/Jan/2025:01:20:00,157.5,259.47,1281.11
13/Jan/2025:01:25:00,164.02,476.37,1733.63
13/Jan/2025:01:30:00,156.44,308.62,1333.89
13/Jan/2025:01:35:00,169.42,208.77,1320.77
13/Jan/2025:01:40:00,149.77,209.26,1231.78
13/Jan/2025:01:45:00,162.6,213.56,1081.15
13/Jan/2025:01:50:00,160.46,278.72,1189.44
13/Jan/2025:01:55:00,159.74,201.09,1216.55
13/Jan/2025:02:00:00,158.1,240.99,1240.27
13/Jan/2025:02:05:00,161.91,241.52,1297.83
13/Jan/2025:02:10:00,158.44,241.96,1145.21
13/Jan/2025:02:15:00,156.89,228.32,1240.83
13/Jan/2025:02:20:00,161.23,262.44,1262.07
13/Jan/2025:02:25:00,158.37,220.8,1245.3
13/Jan/2025:02:30:00,158.31,212.15,1220.52
13/Jan/2025:02:35:00,157.49,238.91,1274.84
13/Jan/2025:02:40:00,151.92,300.33,1383.85
13/Jan/2025:02:45:00,158.82,282.69,1363.82
13/Jan/2025:02:50:00,158.27,277.18,1329.02
13/Jan/2025:02:55:00,159.7,252.17,1262.03
13/Jan/2025:03:00:00,168.4,267.87,1386.99
13/Jan/2025:03:05:00,159.62,238.22,1325.03
13/Jan/2025:03:10:00,157.64,264.85,1292.08
13/Jan/2025:03:15:00,155.12,307.03,1338.45
13/Jan/2025:03:20:00,160.12,351.29,1404.19
13/Jan/2025:03:25:00,159.46,273.65,1348.82
13/Jan/2025:03:30:00,165.49,269.74,1263.94
13/Jan/2025:03:35:00,162.65,253.32,1311.86
13/Jan/2025:03:40:00,166.28,206.89,1186.33
13/Jan/2025:03:45:00,161.38,233.97,1174.34
13/Jan/2025:03:50:00,159.16,182.87,1148.69
13/Jan/2025:03:55:00,163.48,210.01,1184.43
13/Jan/2025:04:00:00,163.25,249.36,1352.09
13/Jan/2025:04:05:00,162.61,293.07,1339.48
13/Jan/2025:04:10:00,156.17,236.91,1254.65
13/Jan/2025:04:15:00,164.52,236.73,1350.32
13/Jan/2025:04:20:00,160.79,265.33,1370.57
13/Jan/2025:04:25:00,162.08,243.4,1260.5
13/Jan/2025:04:30:00,163.25,237.7,1238.38
13/Jan/2025:04:35:00,156.93,201.13,1236.08
13/Jan/2025:04:40:00,158.75,189.32,1213.61
13/Jan/2025:04:45:00,163.43,235.69,1165.82
13/Jan/2025:04:50:00,161.13,201.86,1192.76
13/Jan/2025:04:55:00,175.54,227.59,1354.11
13/Jan/2025:05:00:00,173.54,184.68,1219.83
13/Jan/2025:05:05:00,168.15,226.03,1341.2
13/Jan/2025:05:10:00,169.55,241.78,1335.6
13/Jan/2025:05:15:00,167.98,305.03,1396.74
13/Jan/2025:05:20:00,168.42,335.53,1437.49
13/Jan/2025:05:25:00,172.28,313.75,1462.85
13/Jan/2025:05:30:00,171.94,370.08,1505.19
13/Jan/2025:05:35:00,158.69,357.36,1386.16
13/Jan/2025:05:40:00,165.75,334.16,1435.9
13/Jan/2025:05:45:00,166.82,317.42,1512.58
13/Jan/2025:05:50:00,168.07,287.29,1482.8
13/Jan/2025:05:55:00,169.16,265.76,1343.34
13/Jan/2025:06:00:00,166.14,301.86,1368.24
13/Jan/2025:06:05:00,163.82,273.47,1322.87
13/Jan/2025:06:10:00,168.54,271.36,1305.42
13/Jan/2025:06:15:00,163.88,294.73,1347.27
13/Jan/2025:06:20:00,169.86,321.97,1347.36
13/Jan/2025:06:25:00,169.97,253.42,1320.39
13/Jan/2025:06:30:00,177.87,281.61,1474.62
13/Jan/2025:06:35:00,169.63,283.49,1418.46
13/Jan/2025:06:40:00,163.27,214.91,1282.16
13/Jan/2025:06:45:00,164.63,212.35,1249.33
13/Jan/2025:06:50:00,170.86,310.03,1573.95
13/Jan/2025:06:55:00,171.59,219.37,1239.22
13/Jan/2025:07:00:00,170.08,279.29,1471.08
13/Jan/2025:07:05:00,163.59,221.56,1334.39
13/Jan/2025:07:10:00,172.76,202.78,1333.8
13/Jan/2025:07:15:00,167.06,265.43,1456.11
13/Jan/2025:07:20:00,168.33,325.08,1419.09
13/Jan/2025:07:25:00,165.97,247.57,1332.59
13/Jan/2025:07:30:00,164.74,310.86,1535.45
13/Jan/2025:07:35:00,173.88,289.3,1404.3
13/Jan/2025:07:40:00,163.2,274.14,1356.49
13/Jan/2025:07:45:00,161.06,188.49,1192.01
13/Jan/2025:07:50:00,171.26,324.43,1367.67
13/Jan/2025:07:55:00,170.02,277.93,1225.44
13/Jan/2025:08:00:00,166.03,246.36,1413.61
13/Jan/2025:08:05:00,169.58,236.23,1341.91
13/Jan/2025:08:10:00,176.16,248.18,1256.77
13/Jan/2025:08:15:00,168,262.92,1319.08
13/Jan/2025:08:20:00,165.77,269.12,1325.59
13/Jan/2025:08:25:00,160.38,225.91,1283.03
13/Jan/2025:08:30:00,165.86,246.39,1284.11
13/Jan/2025:08:35:00,169.03,238.85,1301.47
13/Jan/2025:08:40:00,168.64,243.02,1340.12
13/Jan/2025:08:45:00,161.83,260.51,1295.49
13/Jan/2025:08:50:00,169.21,251.49,1443.22
13/Jan/2025:08:55:00,165.21,246.92,1454.26
13/Jan/2025:09:00:00,170.84,274.94,1407.6
13/Jan/2025:09:05:00,161.64,241.72,1391.37
13/Jan/2025:09:10:00,159.33,258.99,1199.38
13/Jan/2025:09:15:00,169,244.78,1393.95
13/Jan/2025:09:20:00,165.99,244.06,1341.72
13/Jan/2025:09:25:00,161,277.74,1305.81
13/Jan/2025:09:30:00,166.47,251.45,1315.11
13/Jan/2025:09:35:00,169.58,268.19,1252.25
13/Jan/2025:09:40:00,168.75,227.83,1308.32
13/Jan/2025:09:45:00,168.05,220.97,1275.5
13/Jan/2025:09:50:00,168.1,271.93,1360.61
13/Jan/2025:09:55:00,164.36,246.13,1272.37
13/Jan/2025:10:00:00,167.65,246.4,1360.79
13/Jan/2025:10:05:00,168.63,276.01,1321.54
13/Jan/2025:10:10:00,166.07,227.82,1266.85
13/Jan/2025:10:15:00,171.3,245.81,1345.8
13/Jan/2025:10:20:00,167.07,251.65,1359.82
13/Jan/2025:10:25:00,168.18,261.14,1249.58
13/Jan/2025:10:30:00,164.98,309.31,1480.51
13/Jan/2025:10:35:00,166.83,338.75,1632.59
13/Jan/2025:10:40:00,161.98,419.96,1759.85
13/Jan/2025:10:45:00,162.43,305.76,1550.1
13/Jan/2025:10:50:00,175.32,250.95,1315.7
13/Jan/2025:10:55:00,167.27,231.76,1210.41
13/Jan/2025:11:00:00,160.7,228.03,1271.03
13/Jan/2025:13:35:00,171.04,246.34,1463.74
13/Jan/2025:13:40:00,178.11,279.24,1570.36
13/Jan/2025:13:45:00,171.91,292.77,1573.4
13/Jan/2025:13:50:00,173.23,243.81,1496.37
13/Jan/2025:13:55:00,173.51,255.66,1515.34
13/Jan/2025:14:00:00,171.52,193.75,1448.43
13/Jan/2025:14:05:00,169.62,203.02,1377.25
13/Jan/2025:14:10:00,174.77,190.99,1452.94
13/Jan/2025:14:15:00,165.57,199.19,1471.59
13/Jan/2025:14:20:00,167.3,152.89,1415
13/Jan/2025:14:25:00,158.63,232.12,1547.48
13/Jan/2025:14:30:00,162.05,165.64,1382.69
13/Jan/2025:14:35:00,167.67,172.45,1375.4
13/Jan/2025:14:40:00,160.36,187.21,1452.62
13/Jan/2025:14:45:00,157.36,192.25,1448.44
13/Jan/2025:14:50:00,161.42,200.27,1374.06
13/Jan/2025:14:55:00,158.09,175.32,1353.8
13/Jan/2025:15:00:00,157.69,171.12,1300.63
13/Jan/2025:15:05:00,153.02,156.47,1422.28
13/Jan/2025:15:10:00,154.66,160.2,1272.06
13/Jan/2025:15:15:00,158.38,197.69,1401.51
13/Jan/2025:15:20:00,148.35,172.31,1256.58
13/Jan/2025:15:25:00,149.57,148.62,1290.36
13/Jan/2025:15:30:00,147.31,129.73,1200.24
13/Jan/2025:15:35:00,147.38,119.81,1258.84
13/Jan/2025:15:40:00,150.74,172.1,1191.58
13/Jan/2025:15:45:00,148.32,150.97,1217.36
13/Jan/2025:15:50:00,151.11,144.85,1281.03
13/Jan/2025:15:55:00,152.69,163.34,1216.87
13/Jan/2025:16:00:00,145.84,162.39,1229.04
13/Jan/2025:16:05:00,145.81,206.4,1400.53
13/Jan/2025:16:10:00,138.21,189.73,1277.84
13/Jan/2025:16:15:00,138.9,172.53,1258.86
13/Jan/2025:16:20:00,144.85,154.15,1122.32
13/Jan/2025:16:25:00,137.09,148.03,1160.47
13/Jan/2025:16:30:00,142.82,151.91,1125.64
13/Jan/2025:16:35:00,138.91,187.52,1137.09
13/Jan/2025:16:40:00,136.82,169.68,1180.07
13/Jan/2025:16:45:00,133.25,172.17,1136.02
13/Jan/2025:16:50:00,138.87,103.6,1085
13/Jan/2025:16:55:00,138.87,131.61,1151.34
13/Jan/2025:17:00:00,140.17,147.91,1019.54
13/Jan/2025:17:05:00,134.83,136.86,1063.42
13/Jan/2025:17:10:00,136.21,162.91,1249.32
13/Jan/2025:17:15:00,142.73,207.85,1371.66
13/Jan/2025:17:20:00,143.48,273.43,1402.48
13/Jan/2025:17:25:00,141.69,248.87,1262.47
13/Jan/2025:17:30:00,133.24,298.96,1309.29
13/Jan/2025:17:35:00,135.89,229.97,1164.37
13/Jan/2025:17:40:00,138.07,188.13,1165.66
13/Jan/2025:17:45:00,140.79,184.67,1081.54
13/Jan/2025:17:50:00,138.3,154.66,1085.76
13/Jan/2025:17:55:00,145.32,160.07,1274.1
13/Jan/2025:18:00:00,135.44,105.83,1167.62
13/Jan/2025:18:05:00,137.28,152.64,1150.99
13/Jan/2025:18:10:00,140.64,161.52,1402.87
13/Jan/2025:18:15:00,138.86,159.58,1292.68
13/Jan/2025:18:20:00,134.14,183.31,1300.7
13/Jan/2025:18:25:00,145.02,152.34,1252.63
13/Jan/2025:18:30:00,135.97,90.74,1299.41
13/Jan/2025:18:35:00,149.58,175.09,1214.41
13/Jan/2025:18:40:00,136.52,138.74,1109.72
13/Jan/2025:18:45:00,145.11,131.47,1156.48
13/Jan/2025:18:50:00,135.81,111.57,990.81
13/Jan/2025:18:55:00,143.83,201.33,1286.37
13/Jan/2025:19:00:00,134.87,160.13,1002.1
13/Jan/2025:19:05:00,141.64,168.42,1144.4
13/Jan/2025:19:10:00,144.28,217.11,1298.83
13/Jan/2025:19:15:00,142.62,192.41,1367.6
13/Jan/2025:19:20:00,137.59,158.04,981.66
13/Jan/2025:19:25:00,137.31,156.56,1368.22
13/Jan/2025:19:30:00,137.74,170.63,1219.9
13/Jan/2025:19:35:00,139.17,185.1,1315.45
13/Jan/2025:19:40:00,141.93,116.74,1361.27
13/Jan/2025:19:45:00,137.82,72.82,880.65
13/Jan/2025:19:50:00,141.91,151.42,1008.32
13/Jan/2025:19:55:00,149.62,171.36,1391.32
13/Jan/2025:20:00:00,138.19,135.21,1044.73
13/Jan/2025:20:05:00,154.19,231.26,1348.6
13/Jan/2025:20:10:00,144.19,72.62,1020.05
13/Jan/2025:20:15:00,144.66,143.23,1139.9
13/Jan/2025:20:20:00,141.53,117.1,1239.18
13/Jan/2025:20:25:00,146.64,215.61,1277.74
13/Jan/2025:20:30:00,145.06,156.57,1337.6
13/Jan/2025:20:35:00,146.65,252.03,1544.55
13/Jan/2025:20:40:00,137.81,185.63,1495.65
13/Jan/2025:20:45:00,168.45,295.75,1786.21
13/Jan/2025:20:50:00,170.83,270.03,1981.81
13/Jan/2025:20:55:00,160.33,229.09,1272.39
13/Jan/2025:21:00:00,157.97,267.46,1791.25
13/Jan/2025:21:05:00,161.13,95.38,1204.14
13/Jan/2025:21:10:00,160.75,252.54,1779.92
13/Jan/2025:21:15:00,151.09,185.46,1390.18
13/Jan/2025:21:20:00,155.02,143.28,1391.92
13/Jan/2025:21:25:00,155.74,184.41,1690.59
13/Jan/2025:21:30:00,157.6,285.44,1602.42
13/Jan/2025:21:35:00,169.14,167.88,1305.89
13/Jan/2025:21:40:00,184.43,198.47,1084.59
13/Jan/2025:21:45:00,179.38,189.56,1268.18
13/Jan/2025:21:50:00,183.98,112.32,1185.95
13/Jan/2025:21:55:00,180.68,183.9,1176.49
13/Jan/2025:22:00:00,163.36,219.19,1546.25
13/Jan/2025:22:05:00,190.75,250.21,1555.24
13/Jan/2025:22:10:00,159.08,128.45,1093.62
13/Jan/2025:22:15:00,163.65,213.76,1581.43
13/Jan/2025:22:20:00,156.27,185.29,1219.81
13/Jan/2025:22:25:00,164.89,190.29,1378.25
13/Jan/2025:22:30:00,173.82,361.53,1760.75
13/Jan/2025:22:35:00,164.81,174.95,1263.54
13/Jan/2025:22:40:00,162.68,204.82,1448.71
13/Jan/2025:22:45:00,153.49,141.62,1268.88
13/Jan/2025:22:50:00,151.69,202.67,1204.51
13/Jan/2025:22:55:00,166.17,173.3,1009.86
13/Jan/2025:23:00:00,154.77,193.51,1192.38
13/Jan/2025:23:05:00,155.15,224.09,1053.49
13/Jan/2025:23:10:00,160.06,179.98,1097.54
13/Jan/2025:23:15:00,151.35,223,1171.13
13/Jan/2025:23:20:00,172.12,183.24,1154.5
13/Jan/2025:23:25:00,171.11,310.57,1372.09
13/Jan/2025:23:30:00,157.14,205.93,1244.12
13/Jan/2025:23:35:00,155.21,220.19,1069.05
13/Jan/2025:23:40:00,159.31,153.78,1144.86
13/Jan/2025:23:45:00,154.9,251.82,1191.73
13/Jan/2025:23:50:00,153.89,207.2,1086.75
13/Jan/2025:23:55:00,152.81,189.06,1072.32
14/Jan/2025:00:00:00,153.32,167.78,1089.53
14/Jan/2025:00:05:00,153.87,271.38,1216.41
14/Jan/2025:00:10:00,154.78,292.86,1271.99
14/Jan/2025:00:15:00,154.89,238.35,1148.75
14/Jan/2025:00:20:00,163.76,229.02,1195.81
14/Jan/2025:00:25:00,156.04,227.49,1135.65
14/Jan/2025:00:30:00,160.12,339.94,1497.55
14/Jan/2025:00:35:00,163.62,442.46,1777.77
14/Jan/2025:00:40:00,152.3,320.81,1560.64
14/Jan/2025:00:45:00,155.34,268.99,1216.76
14/Jan/2025:00:50:00,153.46,253.5,1092.99
14/Jan/2025:00:55:00,160.38,226.11,1186.96
14/Jan/2025:01:00:00,161.46,264.63,1241.86
14/Jan/2025:01:05:00,153.6,192.26,1151.21
14/Jan/2025:01:10:00,164.22,233.3,1143.63
14/Jan/2025:01:15:00,155.26,358.65,1475.48
14/Jan/2025:01:20:00,158.58,329.81,1416.71
14/Jan/2025:01:25:00,148.37,300.55,1326.14
14/Jan/2025:01:30:00,153.93,238.06,1149.51
14/Jan/2025:01:35:00,160.04,289.22,1306.91
14/Jan/2025:01:40:00,159.26,233.61,1203.87
14/Jan/2025:01:45:00,165.01,206.22,1158.64
14/Jan/2025:01:50:00,152.96,215.46,1117.82
14/Jan/2025:01:55:00,163.16,232.93,1281.01
14/Jan/2025:02:00:00,163.95,202.64,1232.48
14/Jan/2025:02:05:00,157.08,232.26,1285.36
14/Jan/2025:02:10:00,163.71,226.29,1287.73
14/Jan/2025:02:15:00,166.22,206.57,1282.58
14/Jan/2025:02:20:00,168.32,237.82,1220.48
14/Jan/2025:02:25:00,165.32,238.66,1256.86
14/Jan/2025:02:30:00,169.31,261.3,1375.93
14/Jan/2025:02:35:00,163.01,209.76,1295.72
14/Jan/2025:02:40:00,164.42,242.11,1237.58
14/Jan/2025:02:45:00,159.02,196.73,1319.46
14/Jan/2025:02:50:00,161.89,224.78,1206.85
14/Jan/2025:02:55:00,154.18,231.7,1189.44
14/Jan/2025:03:00:00,164.34,197.41,1307.86
14/Jan/2025:03:05:00,164.46,196.79,1315.06
14/Jan/2025:03:10:00,169.21,272.45,1313.16
14/Jan/2025:03:15:00,168.74,214.97,1146.84
14/Jan/2025:03:20:00,168.74,258.42,1278.41
14/Jan/2025:03:25:00,164.5,268.22,1374.1
14/Jan/2025:03:30:00,161.96,228.14,1309.24
14/Jan/2025:03:35:00,166.1,252.93,1228.29
14/Jan/2025:03:40:00,167.06,270.47,1431.8
14/Jan/2025:03:45:00,162.41,321.95,1531.54
14/Jan/2025:03:50:00,165.28,264.55,1372.1
14/Jan/2025:03:55:00,163.98,324.28,1648.49
14/Jan/2025:04:00:00,170.95,299.3,1502.86
14/Jan/2025:04:05:00,173.79,273.26,1396.44
14/Jan/2025:04:10:00,162.72,230.04,1378.26
14/Jan/2025:04:15:00,157.28,250.91,1290.83
14/Jan/2025:04:20:00,161.52,222.53,1198.96
14/Jan/2025:04:25:00,170.14,230.58,1316.32
14/Jan/2025:04:30:00,166.9,260.35,1248.13
14/Jan/2025:04:35:00,170.33,215.88,1234.71
14/Jan/2025:04:40:00,159.69,297.81,1497.38
14/Jan/2025:04:45:00,163.1,232.04,1384.54
14/Jan/2025:04:50:00,177.91,264.42,1500.45
14/Jan/2025:04:55:00,165.32,267.43,1401.23
14/Jan/2025:05:00:00,176.47,288.97,1440.57
14/Jan/2025:05:05:00,173.91,325.25,1425.65
14/Jan/2025:05:10:00,164.82,330.58,1427.04
14/Jan/2025:05:15:00,167.02,257.02,1331.18
14/Jan/2025:05:20:00,166.06,262.37,1367.64
14/Jan/2025:05:25:00,161.78,296.91,1323.97
14/Jan/2025:05:30:00,163.71,251.81,1344.52
14/Jan/2025:05:35:00,163.22,278.14,1392.34
14/Jan/2025:05:40:00,160.63,253.6,1347.84
14/Jan/2025:05:45:00,165.28,266.22,1340.93
14/Jan/2025:05:50:00,167.52,290.4,1493.17
14/Jan/2025:05:55:00,162.42,297.26,1394.45
14/Jan/2025:06:00:00,160.38,284.42,1330.96
14/Jan/2025:06:05:00,165.17,270.96,1406.41
14/Jan/2025:06:10:00,172.41,285.44,1403.67
14/Jan/2025:06:15:00,161.92,235.35,1307.65
14/Jan/2025:06:20:00,161.57,287.7,1386.5
14/Jan/2025:06:25:00,164.37,197.93,1308.49
14/Jan/2025:06:30:00,163.68,236.64,1294.9
14/Jan/2025:06:35:00,161.23,237.36,1295.39
14/Jan/2025:06:40:00,164.07,237.84,1383.76
14/Jan/2025:06:45:00,163.67,259.02,1311.6
14/Jan/2025:06:50:00,160.46,295.34,1267.26
14/Jan/2025:06:55:00,163.56,242.81,1214.38
14/Jan/2025:07:00:00,169.82,244.37,1305.68
14/Jan/2025:07:05:00,170.06,252.41,1302.49
14/Jan/2025:07:10:00,164.22,224.41,1266.32
14/Jan/2025:07:15:00,170.04,230.01,1359.7
14/Jan/2025:07:20:00,168.34,270.27,1324.41
14/Jan/2025:07:25:00,164.56,237.1,1366.42
14/Jan/2025:07:30:00,165.23,257.25,1316.76
14/Jan/2025:07:35:00,163.9,283.07,1447.6
14/Jan/2025:07:40:00,162.09,252.08,1481.71
14/Jan/2025:07:45:00,163.74,240.77,1233.61
14/Jan/2025:07:50:00,163.08,249.24,1242.57
14/Jan/2025:07:55:00,168.5,249.97,1266.5
14/Jan/2025:08:00:00,168.9,265.87,1369.45
14/Jan/2025:08:05:00,165.09,233.31,1286.21
14/Jan/2025:08:10:00,162.58,213.23,1402.77
14/Jan/2025:08:15:00,172.39,210.7,1255.41
14/Jan/2025:08:20:00,171.08,273.07,1410.08
14/Jan/2025:08:25:00,165.64,237.8,1298.87
14/Jan/2025:08:30:00,167.47,219.17,1301.48
14/Jan/2025:08:35:00,168.23,267.58,1339.73
14/Jan/2025:08:40:00,165.23,268.88,1384.91
14/Jan/2025:08:45:00,168.82,235.45,1300.42
14/Jan/2025:08:50:00,170.51,241.93,1479.91
14/Jan/2025:08:55:00,172.15,236.88,1398.14
14/Jan/2025:09:00:00,169.13,180.01,1190.18
14/Jan/2025:09:05:00,170.79,251.16,1337.69
14/Jan/2025:09:10:00,168.89,247.85,1366.89
14/Jan/2025:09:15:00,168.79,241.68,1334.54
14/Jan/2025:09:20:00,168.81,258.67,1508.94
14/Jan/2025:09:25:00,165.1,280.83,1561.62
14/Jan/2025:09:30:00,166.43,235.94,1340.96
14/Jan/2025:09:35:00,165.28,231.88,1304.29
14/Jan/2025:09:40:00,164.14,220.01,1273.91
14/Jan/2025:09:45:00,160.66,230.4,1330.04
14/Jan/2025:09:50:00,163.89,292.48,1426.98
14/Jan/2025:09:55:00,168.92,269.77,1359.17
14/Jan/2025:10:00:00,178.26,242.73,1384.84
14/Jan/2025:10:05:00,164.48,226.79,1306.98
14/Jan/2025:10:10:00,160.76,256.67,1201.72
14/Jan/2025:10:15:00,162.4,233.46,1262.59
14/Jan/2025:10:20:00,165.02,303.2,1418.47
14/Jan/2025:10:25:00,159.65,238.3,1312.45
14/Jan/2025:10:30:00,159.68,236.46,1284.24
14/Jan/2025:10:35:00,165.71,263.87,1310.16
14/Jan/2025:10:40:00,161.62,243.84,1449.2
14/Jan/2025:10:45:00,158.63,212.11,1277.21
