Interval Start,First Frame Delay,Buffer Empty Duration,Stall Duration
08/Jan/2025:10:00:00,176.27,217.72,1261.64
08/Jan/2025:10:05:00,177.01,285.64,1418.02
08/Jan/2025:10:10:00,170.54,256.3,1312.76
08/Jan/2025:10:15:00,161.49,206.58,1210.25
08/Jan/2025:10:20:00,159.25,245.43,1201.96
08/Jan/2025:10:25:00,164.6,237.09,1213.7
08/Jan/2025:10:30:00,162.42,272.79,1235.74
08/Jan/2025:10:35:00,161.41,195.51,1103.69
08/Jan/2025:10:40:00,154.46,239.24,1284.06
08/Jan/2025:13:40:00,173.2,209.27,1388.56
08/Jan/2025:13:45:00,175.52,240.37,1430.21
08/Jan/2025:13:50:00,175.08,179.21,1420.85
08/Jan/2025:13:55:00,172.33,228.34,1393.49
08/Jan/2025:14:00:00,172.09,202.83,1515.49
08/Jan/2025:14:05:00,170.87,214.15,1450.62
08/Jan/2025:14:10:00,167.14,203.69,1433.75
08/Jan/2025:14:15:00,163.28,209.52,1433.85
08/Jan/2025:14:20:00,168.67,191.11,1350.98
08/Jan/2025:14:25:00,159.39,201.47,1443.87
08/Jan/2025:14:30:00,165.25,211.6,1424.51
08/Jan/2025:14:35:00,161.66,182.11,1418.06
08/Jan/2025:14:40:00,158.7,164.14,1336.37
08/Jan/2025:14:45:00,165.48,212.47,1429.66
08/Jan/2025:14:50:00,159.08,172.42,1327.83
08/Jan/2025:14:55:00,157.74,198.14,1450.57
08/Jan/2025:15:00:00,162,185.23,1391.29
08/Jan/2025:15:05:00,154.91,212.7,1368.57
08/Jan/2025:15:10:00,152.76,189.27,1355.31
08/Jan/2025:15:15:00,149.63,174.45,1427.71
08/Jan/2025:15:20:00,154.48,155.68,1311.11
08/Jan/2025:15:25:00,151.88,193.49,1311.24
08/Jan/2025:15:30:00,161.69,158.2,1363.93
08/Jan/2025:15:35:00,151.95,137.58,1276.6
08/Jan/2025:15:40:00,146.88,198.97,1221.33
08/Jan/2025:15:45:00,150.03,172.25,1207.79
08/Jan/2025:15:50:00,150.23,192.95,1288.4
08/Jan/2025:15:55:00,150.41,167.52,1251.58
08/Jan/2025:16:00:00,149.76,184,1258.59
08/Jan/2025:16:05:00,145.59,184.2,1183.49
08/Jan/2025:16:10:00,144.62,153.76,1215.67
08/Jan/2025:16:15:00,141.14,152.76,1230.46
08/Jan/2025:16:20:00,143.6,189.6,1176.11
08/Jan/2025:16:25:00,143.73,170.18,1203.32
08/Jan/2025:16:30:00,145.13,186.71,1244.74
08/Jan/2025:16:35:00,144.48,151.75,1182.29
08/Jan/2025:16:40:00,144.2,207.94,1188
08/Jan/2025:16:45:00,143.69,220.07,1176.32
08/Jan/2025:16:50:00,148.67,195.2,1246.92
08/Jan/2025:16:55:00,144.86,173.66,1224.6
08/Jan/2025:17:00:00,148.65,193.1,1298.29
08/Jan/2025:17:05:00,145.12,233.87,1280.62
08/Jan/2025:17:10:00,144.69,178.65,1100.03
08/Jan/2025:17:15:00,137.18,204.88,1187.92
08/Jan/2025:17:20:00,133.61,201.19,1176.17
08/Jan/2025:17:25:00,142.56,275.6,1266.42
08/Jan/2025:17:30:00,143.4,297.09,1505.77
08/Jan/2025:17:35:00,140,353.94,1564.06
08/Jan/2025:17:40:00,137.79,345.1,1537.89
08/Jan/2025:17:45:00,136.06,247.91,1447.94
08/Jan/2025:17:50:00,137.53,166.43,1314.96
08/Jan/2025:17:55:00,143.32,248.88,1288.38
08/Jan/2025:18:00:00,143.05,280.16,1507.04
08/Jan/2025:18:05:00,142.87,221.06,1512.39
08/Jan/2025:18:10:00,141.94,199.94,1275.33
08/Jan/2025:18:15:00,143.98,182.33,1368.24
08/Jan/2025:18:20:00,145.97,126.3,1309.04
08/Jan/2025:18:25:00,142.81,156.82,1239.19
08/Jan/2025:18:30:00,138.54,116.66,1038.05
08/Jan/2025:18:35:00,145.38,105.31,1198.16
08/Jan/2025:18:40:00,143.82,193.62,1267.71
08/Jan/2025:18:45:00,137.87,119.91,1162.27
08/Jan/2025:18:50:00,147.23,196.99,1302.87
08/Jan/2025:18:55:00,139.54,210.42,1354.07
08/Jan/2025:19:00:00,135.77,214.6,1313.36
08/Jan/2025:19:05:00,137.61,187.26,1363.68
08/Jan/2025:19:10:00,146.93,165.47,1537.29
08/Jan/2025:19:15:00,155.15,206.48,1568.66
08/Jan/2025:19:20:00,160.69,250.9,1769.62
08/Jan/2025:19:25:00,137.24,182.76,1291.13
08/Jan/2025:19:30:00,142.46,205.34,1515.01
08/Jan/2025:19:35:00,141.2,217.57,1385.3
08/Jan/2025:19:40:00,142.82,157.19,1289.98
08/Jan/2025:19:45:00,156.74,151.8,1294.11
08/Jan/2025:19:50:00,135.55,213.71,1278.19
08/Jan/2025:19:55:00,150.49,167.97,1436.44
08/Jan/2025:20:00:00,147.76,241.08,1271.63
08/Jan/2025:20:05:00,150.45,212.59,1442.72
08/Jan/2025:20:10:00,160.91,320.84,1486.4
08/Jan/2025:20:15:00,161.14,270.49,1376.24
08/Jan/2025:20:20:00,142.65,211.33,1407.38
08/Jan/2025:20:25:00,149.55,278.38,1757.94
08/Jan/2025:20:30:00,141.34,178.62,1407.07
08/Jan/2025:20:35:00,147.03,207.52,1487.04
08/Jan/2025:20:40:00,158.32,200.92,1557.46
08/Jan/2025:20:45:00,155.94,207.7,1418.88
08/Jan/2025:20:50:00,151.77,195.09,1290.67
08/Jan/2025:20:55:00,152.19,84.1,943.22
08/Jan/2025:21:00:00,146.59,227.71,1153.89
08/Jan/2025:21:05:00,155.61,332.86,1437.28
08/Jan/2025:21:10:00,175.62,287.35,1461.33
08/Jan/2025:21:15:00,181.25,265.76,1497.76
08/Jan/2025:21:20:00,167.41,178.08,1640.82
08/Jan/2025:21:25:00,154.74,294.79,1361.58
08/Jan/2025:21:30:00,178.78,237.74,1530.65
08/Jan/2025:21:35:00,167.6,147.39,1399.45
08/Jan/2025:21:40:00,168.15,300.07,1546.27
08/Jan/2025:21:45:00,162.42,261.43,1478.45
08/Jan/2025:21:50:00,161.59,217.84,1278.82
08/Jan/2025:21:55:00,160.71,297.86,1332.28
08/Jan/2025:22:00:00,175.72,107.19,1309.42
08/Jan/2025:22:05:00,176.01,167.97,1308.41
08/Jan/2025:22:10:00,167.09,188.12,1381.46
08/Jan/2025:22:15:00,165.58,291.22,1459.69
08/Jan/2025:22:20:00,179.35,244.49,1340.4
08/Jan/2025:22:25:00,176.26,243.68,1551.33
08/Jan/2025:22:30:00,179.16,228.69,1443.22
08/Jan/2025:22:35:00,183.42,210,1224.11
08/Jan/2025:22:40:00,169.8,269.5,1300.42
08/Jan/2025:22:45:00,169.21,281.83,1482.47
08/Jan/2025:22:50:00,168.56,212.35,1280.09
08/Jan/2025:22:55:00,161.99,315.4,1449.49
08/Jan/2025:23:00:00,164.56,186.13,1274.97
08/Jan/2025:23:05:00,165.97,221.39,1289.75
08/Jan/2025:23:10:00,165.12,153.43,1209.32
08/Jan/2025:23:15:00,161.96,216.1,1105.39
08/Jan/2025:23:20:00,167.56,152.82,1085.86
08/Jan/2025:23:25:00,183.81,188.73,1220.98
08/Jan/2025:23:30:00,181.45,280.94,1433.47
08/Jan/2025:23:35:00,176.62,232.76,1247.87
08/Jan/2025:23:40:00,167.52,154.31,1115.5
08/Jan/2025:23:45:00,155.25,232.19,1130.35
08/Jan/2025:23:50:00,165.75,192.68,1127.04
08/Jan/2025:23:55:00,169.33,211.8,1105.67
09/Jan/2025:00:00:00,189.35,340.01,1280.63
09/Jan/2025:00:05:00,160.92,197.99,1198.06
09/Jan/2025:00:10:00,167.58,248.06,1158.7
09/Jan/2025:00:15:00,156.36,332.17,1300.83
09/Jan/2025:00:20:00,165.49,272.72,1222.29
09/Jan/2025:00:25:00,161.93,372.62,1325.48
09/Jan/2025:00:30:00,166.31,212.13,1146.03
09/Jan/2025:00:35:00,167.11,270.09,1128.73
09/Jan/2025:00:40:00,181.43,297.45,1298.71
09/Jan/2025:00:45:00,180.52,294.75,1436.8
09/Jan/2025:00:50:00,179.63,333.24,1347.98
09/Jan/2025:00:55:00,161.44,296,1362.95
09/Jan/2025:01:00:00,163.75,245.13,1143.83
09/Jan/2025:01:05:00,165.71,275.33,1090.02
09/Jan/2025:01:10:00,170.03,251.8,1133.24
09/Jan/2025:01:15:00,167.05,254.9,1153.35
09/Jan/2025:01:20:00,160.41,291.06,1194.74
09/Jan/2025:01:25:00,166.83,270.65,1314.93
09/Jan/2025:01:30:00,168.52,298.14,1244.16
09/Jan/2025:01:35:00,163.73,259.74,1176.94
09/Jan/2025:01:40:00,162.95,230.69,1238.87
09/Jan/2025:01:45:00,157.35,271.39,1293.52
09/Jan/2025:01:50:00,171.33,361.35,1411.93
09/Jan/2025:01:55:00,172.33,227.08,1296.85
09/Jan/2025:02:00:00,158.57,298.8,1382.69
09/Jan/2025:02:05:00,161.41,246.23,1259.4
09/Jan/2025:02:10:00,156.56,265.01,1264.28
09/Jan/2025:02:15:00,163.88,267.33,1203.73
09/Jan/2025:02:20:00,165.16,337.2,1418.04
09/Jan/2025:02:25:00,165.26,257.54,1233.64
09/Jan/2025:02:30:00,168.78,258.37,1299.95
09/Jan/2025:02:35:00,161.54,204.98,1116.54
09/Jan/2025:02:40:00,165.38,204.24,1209.84
09/Jan/2025:02:45:00,158.04,314.26,1366.03
09/Jan/2025:02:50:00,163.6,282.57,1410.7
09/Jan/2025:02:55:00,164.72,256.78,1352.97
09/Jan/2025:03:00:00,167.31,251.28,1296.32
09/Jan/2025:03:05:00,162.13,268.13,1276.81
09/Jan/2025:03:10:00,163.93,233.32,1131.26
09/Jan/2025:03:15:00,160.15,267.96,1257.79
09/Jan/2025:03:20:00,155.98,222.08,1225.32
09/Jan/2025:03:25:00,168.03,212.07,1238.19
09/Jan/2025:03:30:00,167.19,249.53,1267.07
09/Jan/2025:03:35:00,162.76,199.3,1218.43
09/Jan/2025:03:40:00,162.89,194.34,1128.79
09/Jan/2025:03:45:00,162.84,194.98,1184.11
09/Jan/2025:03:50:00,165.65,229.45,1275.3
09/Jan/2025:03:55:00,170.63,220.3,1246.16
09/Jan/2025:04:00:00,165.65,223.16,1182.76
09/Jan/2025:04:05:00,171.84,233.84,1234.28
09/Jan/2025:04:10:00,162.73,210.21,1112.61
09/Jan/2025:04:15:00,167.17,281.31,1300.68
09/Jan/2025:04:20:00,175.53,269.47,1313.72
09/Jan/2025:04:25:00,176.3,264.71,1364.24
09/Jan/2025:04:30:00,175.07,330.18,1555.53
09/Jan/2025:04:35:00,173.11,294.52,1538.39
09/Jan/2025:04:40:00,176.48,253.3,1328.31
09/Jan/2025:04:45:00,176.05,227.35,1228
09/Jan/2025:04:50:00,175.38,291.24,1401.12
09/Jan/2025:04:55:00,166.06,290.22,1379.74
09/Jan/2025:05:00:00,184.04,301.6,1466.56
09/Jan/2025:05:05:00,181.65,304.15,1429.33
09/Jan/2025:05:10:00,179.59,259.91,1424.31
09/Jan/2025:05:15:00,175.55,295.95,1336.64
09/Jan/2025:05:20:00,175.02,305.22,1332.93
09/Jan/2025:05:25:00,182.11,298.93,1442.92
09/Jan/2025:05:30:00,176.82,339.65,1438.82
09/Jan/2025:05:35:00,172.09,326.3,1460.93
09/Jan/2025:05:40:00,176.41,228.3,1326.27
09/Jan/2025:05:45:00,173.23,325.99,1450.32
09/Jan/2025:05:50:00,182.64,356.47,1589.34
09/Jan/2025:05:55:00,167.94,230.52,1251.13
09/Jan/2025:06:00:00,172.89,233.5,1306.23
09/Jan/2025:06:05:00,165.29,262.17,1328.72
09/Jan/2025:06:10:00,168.4,224.52,1294.31
09/Jan/2025:06:15:00,159.91,184.94,1264.93
09/Jan/2025:06:20:00,164.4,214.71,1246.24
09/Jan/2025:06:25:00,167.36,235.77,1291.66
09/Jan/2025:06:30:00,179.36,273.38,1355.25
09/Jan/2025:06:35:00,169.18,242.33,1260.54
09/Jan/2025:06:40:00,169.45,247.47,1335.73
09/Jan/2025:06:45:00,167.98,278.47,1354.91
09/Jan/2025:06:50:00,168.44,252.32,1255.39
09/Jan/2025:06:55:00,171.51,227.14,1324.59
09/Jan/2025:07:00:00,180.47,242.69,1318.75
09/Jan/2025:07:05:00,174.55,260.28,1360.32
09/Jan/2025:07:10:00,169.91,178.43,1283.36
09/Jan/2025:07:15:00,175.81,249.08,1259.51
09/Jan/2025:07:20:00,180.14,284.67,1309.27
09/Jan/2025:07:25:00,174.05,238.47,1305.19
09/Jan/2025:07:30:00,180.49,220.32,1279.61
09/Jan/2025:07:35:00,172.49,192.96,1243.77
09/Jan/2025:07:40:00,169.15,227.46,1333.68
09/Jan/2025:07:45:00,172.85,257.44,1374.75
09/Jan/2025:07:50:00,176.18,239.75,1389.71
09/Jan/2025:07:55:00,171.43,257.32,1311.12
09/Jan/2025:08:00:00,176.63,253.03,1345.78
09/Jan/2025:08:05:00,167.26,271.83,1450.14
09/Jan/2025:08:10:00,173.76,269.72,1359.66
09/Jan/2025:08:15:00,183.84,316.62,1386.74
09/Jan/2025:08:20:00,173.14,320.6,1366.76
09/Jan/2025:08:25:00,169.83,242.35,1377.39
09/Jan/2025:08:30:00,175.29,260.58,1369.58
09/Jan/2025:08:35:00,173.41,262.19,1297.36
09/Jan/2025:08:40:00,171.34,314.62,1362.01
09/Jan/2025:08:45:00,178.35,315.04,1413.13
09/Jan/2025:08:50:00,175.64,246.67,1288.44
09/Jan/2025:08:55:00,164.09,231.89,1325.82
09/Jan/2025:09:00:00,170.85,252.56,1366.71
09/Jan/2025:09:05:00,173.46,300.89,1407.98
09/Jan/2025:09:10:00,169.78,244.19,1455.23
09/Jan/2025:09:15:00,167.29,235.12,1245.02
09/Jan/2025:09:20:00,167.01,306.71,1361.8
09/Jan/2025:09:25:00,164.02,221.91,1212.42
09/Jan/2025:09:30:00,170.72,250.23,1272.6
09/Jan/2025:09:35:00,164.7,223.82,1270.55
09/Jan/2025:09:40:00,185.3,249.91,1319.96
09/Jan/2025:09:45:00,167.24,177.6,1270.05
09/Jan/2025:09:50:00,160.06,271.42,1206.42
09/Jan/2025:09:55:00,178.88,293.04,1385.09
09/Jan/2025:10:00:00,176.77,263.51,1350.66
09/Jan/2025:10:05:00,158.71,229.99,1197.01
09/Jan/2025:10:10:00,161.01,268.47,1254.04
09/Jan/2025:10:15:00,161.71,204.24,1177.05
09/Jan/2025:10:20:00,173.47,261.08,1366.97
09/Jan/2025:10:25:00,177.11,253.65,1330.98
09/Jan/2025:10:30:00,172.68,317.57,1453.9
09/Jan/2025:10:35:00,162.93,400.14,1416.28
09/Jan/2025:10:40:00,161.78,200.59,1186.96
09/Jan/2025:10:45:00,175.38,404.82,1486.52
09/Jan/2025:10:50:00,167.8,197.9,1197.49
09/Jan/2025:10:55:00,159.05,212.63,1147.44
09/Jan/2025:15:10:00,151.63,200.99,1349.22
09/Jan/2025:15:15:00,147.97,132.37,1168.11
09/Jan/2025:15:20:00,152.79,198.9,1290.68
09/Jan/2025:15:25:00,146.92,211.79,1326.6
09/Jan/2025:15:30:00,156.1,151.68,1343.92
09/Jan/2025:15:35:00,154.9,138.69,1253.58
09/Jan/2025:15:40:00,144.99,157.05,1146.85
09/Jan/2025:15:45:00,147.56,161.13,1146.13
09/Jan/2025:15:50:00,142.35,155.1,1172.29
09/Jan/2025:15:55:00,148.85,149.47,1127.89
09/Jan/2025:16:00:00,162.04,197.37,1349.64
09/Jan/2025:16:05:00,150.12,151.98,1163.04
09/Jan/2025:16:10:00,144.23,143.4,1106.25
09/Jan/2025:16:15:00,138.59,181.76,1187.5
09/Jan/2025:16:20:00,138.5,190.9,1199.92
09/Jan/2025:16:25:00,140,176.2,1149.07
09/Jan/2025:16:30:00,150.15,173.96,1250.1
09/Jan/2025:16:35:00,140.53,152.04,1255.15
09/Jan/2025:16:40:00,139.01,149.79,1122.51
09/Jan/2025:16:45:00,144.86,179.14,1080.66
09/Jan/2025:16:50:00,137.43,144.68,997.78
09/Jan/2025:16:55:00,134.65,141.97,964.22
09/Jan/2025:17:00:00,148.27,190.05,1192.85
09/Jan/2025:17:05:00,134.01,183,1076.57
09/Jan/2025:17:10:00,143.61,155.31,1212.27
09/Jan/2025:17:15:00,149.31,197.85,1240.69
09/Jan/2025:17:20:00,139.42,162.53,1190.14
09/Jan/2025:17:25:00,135.8,142.56,1106.5
09/Jan/2025:17:30:00,132.46,168.54,1142.27
09/Jan/2025:17:35:00,139.71,166.31,1210.98
09/Jan/2025:17:40:00,133.26,202.21,1164.43
09/Jan/2025:17:45:00,143.95,168.51,1179.51
09/Jan/2025:17:50:00,129.14,166.44,1171.03
09/Jan/2025:17:55:00,139.76,208.01,1252.38
09/Jan/2025:18:00:00,143.9,202.43,1398.73
09/Jan/2025:18:05:00,144.15,193.18,1318.71
09/Jan/2025:18:10:00,129.76,163.98,1123.76
09/Jan/2025:18:15:00,141.21,185.51,1197.89
09/Jan/2025:18:20:00,134.94,184.78,1225.63
09/Jan/2025:18:25:00,130.49,155.65,1197.49
09/Jan/2025:18:30:00,135.96,168.3,1172.22
09/Jan/2025:18:35:00,154.23,258.58,1304.74
09/Jan/2025:18:40:00,143.2,192.3,1193.44
09/Jan/2025:18:45:00,137.43,147.39,994.85
09/Jan/2025:18:50:00,141.92,110.67,1225.61
09/Jan/2025:18:55:00,141.83,175.1,1389.09
09/Jan/2025:19:00:00,140.94,153.09,1154.45
09/Jan/2025:19:05:00,138.54,128.89,1140.98
09/Jan/2025:19:10:00,133.49,186.2,1252.65
09/Jan/2025:19:15:00,149.21,90.45,1224.79
09/Jan/2025:19:20:00,137.59,175.68,1250.76
09/Jan/2025:19:25:00,147.05,129.1,1139.69
09/Jan/2025:19:30:00,144.51,130.7,1030.03
09/Jan/2025:19:35:00,141.04,274.12,1167.1
09/Jan/2025:19:40:00,132.67,141.45,1193.62
09/Jan/2025:19:45:00,146.86,173.39,1147.36
09/Jan/2025:19:50:00,148.71,155.76,1198.99
09/Jan/2025:19:55:00,139.71,126.69,1136.94
09/Jan/2025:20:00:00,140.36,227.01,1128.4
09/Jan/2025:20:05:00,160.95,169.2,1385.14
09/Jan/2025:20:10:00,161.37,158.39,1368.92
09/Jan/2025:20:15:00,156.86,204.81,1245.43
09/Jan/2025:20:20:00,139.36,120.94,1322.07
09/Jan/2025:20:25:00,164.75,216.57,1415.15
09/Jan/2025:20:30:00,154.51,165.68,1327.51
09/Jan/2025:20:35:00,152.95,202.86,1511.32
09/Jan/2025:20:40:00,156.62,155.02,1480.6
09/Jan/2025:20:45:00,161.3,128.49,1368.23
09/Jan/2025:20:50:00,152.56,136.23,1205.36
09/Jan/2025:20:55:00,155.83,161.25,1442.9
09/Jan/2025:21:00:00,163.56,254.73,1527.21
09/Jan/2025:21:05:00,164.67,284.27,1579.52
09/Jan/2025:21:10:00,161.11,178.27,1294.1
09/Jan/2025:21:15:00,157.6,270.37,1247.96
09/Jan/2025:21:20:00,153.61,395.94,1630.2
09/Jan/2025:21:25:00,176.66,548.24,1768.54
09/Jan/2025:21:30:00,165.6,281.79,1635.4
09/Jan/2025:21:35:00,169.86,225.28,1483.19
09/Jan/2025:21:40:00,150,190.37,1053.35
09/Jan/2025:21:45:00,160.78,539.71,1542.8
09/Jan/2025:21:50:00,152.8,264.85,1277.74
09/Jan/2025:21:55:00,160.59,167.48,1213.98
09/Jan/2025:22:00:00,160.38,154.48,1149.28
09/Jan/2025:22:05:00,153.04,259.27,1377.28
09/Jan/2025:22:10:00,157.53,221.59,1294.93
09/Jan/2025:22:15:00,166.54,200.9,1291.46
09/Jan/2025:22:20:00,192.64,165.65,1334.34
09/Jan/2025:22:25:00,191.66,165.84,1386.12
09/Jan/2025:22:30:00,182.65,340.58,1499.04
09/Jan/2025:22:35:00,169.94,265.12,1298.94
09/Jan/2025:22:40:00,168.62,280.23,1230.51
09/Jan/2025:22:45:00,162.44,202.14,1228.69
09/Jan/2025:22:50:00,162.61,221.87,1129.77
09/Jan/2025:22:55:00,162.42,221.95,1311.65
09/Jan/2025:23:00:00,167.33,156.65,1101.28
09/Jan/2025:23:05:00,160.19,276.18,1318.35
09/Jan/2025:23:10:00,155.34,291.33,1820.31
09/Jan/2025:23:15:00,158.9,306.52,1541.35
09/Jan/2025:23:20:00,158.2,282.84,1591.35
09/Jan/2025:23:25:00,170.36,341.38,1501.37
09/Jan/2025:23:30:00,164.13,376.86,1482.29
09/Jan/2025:23:35:00,171.87,269.77,1285.47
09/Jan/2025:23:40:00,161.7,186.4,1071.91
09/Jan/2025:23:45:00,166.88,204.74,993.7
09/Jan/2025:23:50:00,167.48,224.3,1190.45
09/Jan/2025:23:55:00,167.8,250.14,1132.53
10/Jan/2025:00:00:00,197.07,254.25,1284.8
10/Jan/2025:00:05:00,192.78,271.96,1277.32
10/Jan/2025:00:10:00,166.91,221.97,1206.79
10/Jan/2025:00:15:00,168.45,179.61,1126.96
10/Jan/2025:00:20:00,164.83,234.94,1172.96
10/Jan/2025:00:25:00,167.27,257.8,1143.59
10/Jan/2025:00:30:00,180.06,530.51,1530.02
10/Jan/2025:00:35:00,204.78,1548.13,4861.92
10/Jan/2025:00:40:00,174.14,195.43,1084.68
10/Jan/2025:00:45:00,188.48,257.51,1177.52
10/Jan/2025:00:50:00,176.42,266.12,1374.21
10/Jan/2025:00:55:00,159.88,255.21,1194.75
10/Jan/2025:01:00:00,156.63,202.72,1261.87
10/Jan/2025:01:05:00,158.4,256.49,1204.95
10/Jan/2025:01:10:00,152.85,198.56,1202.92
10/Jan/2025:01:15:00,158.64,210.51,1006.25
10/Jan/2025:01:20:00,170.32,327.72,1310.03
10/Jan/2025:01:25:00,157.89,266.17,1061.42
10/Jan/2025:01:30:00,157.81,223.9,1202.75
10/Jan/2025:01:35:00,158.85,238.84,1127.54
10/Jan/2025:01:40:00,165.31,224.81,1015.75
10/Jan/2025:01:45:00,177.45,195.85,1165.78
10/Jan/2025:01:50:00,160.06,248.42,1238.96
10/Jan/2025:01:55:00,161.67,212.5,1123.59
10/Jan/2025:02:00:00,159.38,263.73,1219.48
10/Jan/2025:02:05:00,156.08,218.38,1124.79
10/Jan/2025:02:10:00,165.66,207.65,1154.97
10/Jan/2025:02:15:00,169.85,244.31,1241.43
10/Jan/2025:02:20:00,164.41,220.82,1151.94
10/Jan/2025:02:25:00,154.63,231.33,1065.88
10/Jan/2025:02:30:00,154.57,190.15,1172.67
10/Jan/2025:02:35:00,160.77,194.09,1157.15
10/Jan/2025:02:40:00,151.6,215.1,1109.58
10/Jan/2025:02:45:00,152.03,179.58,1032.84
10/Jan/2025:02:50:00,156.19,179.72,1111.99
10/Jan/2025:02:55:00,155.75,288.38,1254.12
10/Jan/2025:03:00:00,160.35,227.3,1145.34
10/Jan/2025:03:05:00,170.98,280.51,1338.97
10/Jan/2025:03:10:00,163.73,272.1,1411.57
10/Jan/2025:03:15:00,165.68,214.05,1271.03
10/Jan/2025:03:20:00,155.94,212.6,1347.2
10/Jan/2025:03:25:00,166.94,259.99,1328.61
10/Jan/2025:03:30:00,166.7,290.74,1545.77
10/Jan/2025:03:35:00,160.92,252,1362.05
10/Jan/2025:03:40:00,160.52,226.25,1120.68
10/Jan/2025:03:45:00,159.63,218.75,1387.86
10/Jan/2025:03:50:00,161.44,234.02,1278.3
10/Jan/2025:03:55:00,164.53,294.65,1379.83
10/Jan/2025:04:00:00,175.33,340.13,1555.55
10/Jan/2025:04:05:00,166.44,271.26,1393.98
10/Jan/2025:04:10:00,167.42,291.33,1382.76
10/Jan/2025:04:15:00,169.06,310.06,1443.18
10/Jan/2025:04:20:00,169.22,289.49,1297.33
10/Jan/2025:04:25:00,161.2,252.28,1259.91
10/Jan/2025:04:30:00,164.6,258.83,1354.79
10/Jan/2025:04:35:00,165.72,235.31,1282.37
10/Jan/2025:04:40:00,170.42,285.79,1368.52
10/Jan/2025:04:45:00,175.64,287.38,1432.03
10/Jan/2025:04:50:00,170.67,274.04,1366.92
10/Jan/2025:04:55:00,170.15,271.22,1296.1
10/Jan/2025:05:00:00,171.19,207.57,1326.77
10/Jan/2025:05:05:00,173.77,197.75,1200.71
10/Jan/2025:05:10:00,173.46,278.37,1332.61
10/Jan/2025:05:15:00,170.93,293.81,1381.29
10/Jan/2025:05:20:00,174.62,256.95,1379.82
10/Jan/2025:05:25:00,167.46,254.28,1393.66
10/Jan/2025:05:30:00,174.77,254.71,1318.97
10/Jan/2025:05:35:00,176.31,257.99,1291.32
10/Jan/2025:05:40:00,177.25,304.28,1379.26
10/Jan/2025:05:45:00,172.98,249.33,1446.95
10/Jan/2025:05:50:00,167.59,235.19,1294.33
10/Jan/2025:05:55:00,168.19,219.68,1227.64
10/Jan/2025:06:00:00,163.63,279.42,1382.24
10/Jan/2025:06:05:00,165.37,249.82,1275.34
10/Jan/2025:06:10:00,165.56,251.27,1357.2
10/Jan/2025:06:15:00,167.67,240.32,1288.57
10/Jan/2025:06:20:00,171.12,213.92,1323.54
10/Jan/2025:06:25:00,168.15,210.99,1264.98
10/Jan/2025:06:30:00,171.9,249.12,1225.35
10/Jan/2025:06:35:00,172.16,243.88,1253.36
10/Jan/2025:06:40:00,170.19,204.19,1369.41
10/Jan/2025:06:45:00,171.81,220.31,1286.39
10/Jan/2025:06:50:00,176.79,227.41,1331.47
10/Jan/2025:06:55:00,170.69,348.44,1407.66
10/Jan/2025:07:00:00,178.64,370.8,1514.73
10/Jan/2025:07:05:00,184.15,427.76,1709.29
10/Jan/2025:07:10:00,179.43,383.41,1654.43
10/Jan/2025:07:15:00,175,385.88,1577.04
10/Jan/2025:07:20:00,173.97,351.7,1459.84
10/Jan/2025:07:25:00,175.27,318.08,1397.84
10/Jan/2025:07:30:00,174.07,253.37,1348.13
10/Jan/2025:07:35:00,168.15,235.22,1324.46
10/Jan/2025:07:40:00,165.24,248.66,1377.19
10/Jan/2025:07:45:00,165.16,237.53,1248.62
10/Jan/2025:07:50:00,167.65,218.02,1186.32
10/Jan/2025:07:55:00,172.6,190.97,1420.99
10/Jan/2025:08:00:00,168.71,222.05,1335.48
10/Jan/2025:08:05:00,162.77,225.57,1188.94
10/Jan/2025:08:10:00,165.42,210.99,1206.45
10/Jan/2025:08:15:00,167.4,213.38,1275.04
10/Jan/2025:08:20:00,164.76,213.14,1203.01
10/Jan/2025:08:25:00,166.06,255.88,1407.13
10/Jan/2025:08:30:00,169.19,214.93,1255.13
10/Jan/2025:08:35:00,167.67,221.02,1258.74
10/Jan/2025:08:40:00,160.49,263.63,1319.38
10/Jan/2025:08:45:00,163.79,228.59,1276.35
10/Jan/2025:08:50:00,166.68,244.41,1336.49
10/Jan/2025:08:55:00,157.95,269.9,1264.26
10/Jan/2025:09:00:00,164.52,249.42,1253.22
10/Jan/2025:09:05:00,157.99,207.09,1292.02
10/Jan/2025:09:10:00,161.53,206.02,1228.88
10/Jan/2025:09:15:00,160.58,210.82,1177.18
10/Jan/2025:09:20:00,172.66,232.83,1411.39
10/Jan/2025:09:25:00,178.3,179.67,1150.91
10/Jan/2025:09:30:00,168.58,209.89,1330.76
10/Jan/2025:09:35:00,176.18,243.47,1369.53
10/Jan/2025:09:40:00,182.39,278.42,1481.92
10/Jan/2025:09:45:00,180.97,232.62,1365.13
10/Jan/2025:09:50:00,174.23,291.19,1398.38
10/Jan/2025:09:55:00,172.32,261.66,1376.34
10/Jan/2025:10:00:00,169.95,302.3,1493.89
10/Jan/2025:10:05:00,176.75,278.03,1486.54
10/Jan/2025:10:10:00,162.26,268.11,1428.57
10/Jan/2025:10:15:00,167.1,269.32,1351.14
10/Jan/2025:10:20:00,164.53,244.04,1337.67
10/Jan/2025:10:25:00,168.1,290.71,1414.83
10/Jan/2025:10:30:00,163.32,222.34,1335.49
10/Jan/2025:10:35:00,173.85,255.88,1462.98
